Date,High,Low,Open,Close,Volume,Adj Close
2019-12-02,84.29000091552734,82.30999755859375,83.9800033569336,82.44999694824219,7668800.0,81.81560516357422
2019-12-03,81.38999938964844,79.80999755859375,81.37999725341797,80.58000183105469,11126100.0,79.95999908447266
2019-12-04,82.44000244140625,80.44999694824219,80.91999816894531,82.08000183105469,8477400.0,82.08000183105469
2019-12-05,83.44000244140625,81.77999877929688,82.6500015258789,82.58999633789062,6358300.0,82.58999633789062
2019-12-06,84.25,83.41999816894531,83.44999694824219,83.81999969482422,6860400.0,83.81999969482422
2019-12-09,85.30000305175781,83.83999633789062,84.0,84.91999816894531,8382900.0,84.91999816894531
2019-12-10,85.33000183105469,83.69000244140625,85.04000091552734,84.12000274658203,8082200.0,84.12000274658203
2019-12-11,87.0999984741211,84.76000213623047,84.83999633789062,86.98999786376953,9571500.0,86.98999786376953
2019-12-12,89.2300033569336,86.37000274658203,86.83999633789062,89.05000305175781,12164600.0,89.05000305175781
2019-12-13,89.69000244140625,87.56400299072266,88.91000366210938,87.83000183105469,11128451.0,87.83000183105469
